nombre_archivo,fecha_acta,tag,nivel,actores,facultad,extracto
Consejo Académico 298-22.pdf,2022-02-03,"Bienestar,Promoción investigación",,"Estudiantes,Profesores",Otras,"Iniciativas interdisciplinares:
✓ La flexibilización e integración de los programas pretende apalancar algunos créditos de
los posgrados del CIDER en cursos comunes que ofrecen otrasfacultades de la Universidad.
Lo anterior, dada la continua dificultad que ha representado esto último para su centro.
✓ Investigar e implementar buenas prácticas sobre diversidad, equidad de género y el
pluralismo para fortalecer el trabajo interfacultades, así como hacer que trascienda más
los aportes que brinda el CIDER en cuanto a equidad de género y pluralismo. Tal es el
caso de los profesores de su centro que hacen parte de las nuevas instancias disciplinarias
que estudian los casos sobre violencia de género y acoso en la Universidad.
✓ Generar impacto en comunidades académicas, políticas públicas, organizaciones
sociales y privadas, debates globales sobre desarrollo y sus alternativas y en la opinión
pública. Para esto es importante buscar métodos que permitan medir el efecto de la
presencia del CIDER en este tipo de eventos, así como el efecto en otro tipo de productos
diferentes a los que tradicionalmente son resultado de la investigación/creación.
Para finalizar, la directora del CIDER manifestó que otras iniciativas transversales que se
han tazado en el marco del PDF son: (i) contar con un cuerpo profesoral con capacidades
investigativas y docentes para consolidar su carrera y contribuir a la formación de las y
los estudiantes y al posicionamiento del Centro, (ii) consolidar una estrategia de
comunicación interna y (iii) fortalecer la estrategia de comunicación externa."
Consejo Académico 298-22.pdf,2022-02-03,"Educación continua,Oferta otras sedes",,Profesores,Derecho,"c) Sede Caribe
La vicerrectora académica (e) manifestó que Uniandes está interesada en revivir las
actividades académicas en la Sede Caribe por medio de eventos, cursos de Educación
Continua, entre otro tipo de actividades estratégicas diseñadas para esta región. Por esta razón
se nombró recientemente al profesor de la Facultad de Derecho, Felipe de Vivero, como su
nuevo director académico. Con esta nueva designación se espera atraer nuevas audiencias del
Caribe para dar vida a este espacio que se encuentra ubicado en la ciudad de Cartagena. Por
su parte, la Vicerrectoría Administrativa y Financiera puso de presente que no se están
haciendo cobros adicionales a las facultades que deseen implementar cursos de educación
continua en este espacio, tal como sucedía inicialmente."
Consejo Académico 298-22.pdf,2022-02-03,Estatuto profesoral,,Profesores,"Ciencias,Ciencias sociales","d) Ordenamiento de Docentes de Planta Titulares
La vicerrectora académica (e) explicó que el Estatuto Profesoral prevé la posibilidad de
categorizar a los docentes de planta de las facultades de Ciencias y Ciencias Sociales, en
asistentes, asociados y titulares. Sin embargo, el Estatuto no especifica el órgano de gobierno
institucional que estaría a cargo de evaluar la postulación a docente de planta titular. Por esta
razón, propone hacer un ajuste el Estatuto Profesoral (2015) en el Capítulo VIII, sección 3.
Con este objetivo, presenta la siguiente redacción que pone a consideración de los miembros
del Consejo:
“Se conformará un comité de ordenamiento para estudiar las solicitudes de promoción de
los docentes titulares, COD. La composición del COD estará a cargo de la Vicerrectoría
Académica y se integrará de la siguiente manera: los dos profesores titulares o asociados
que hacen parte del Comité de selección y/o promoción de los docentes de planta de las
facultades de Ciencias y de Ciencias Sociales; un miembro del Comité de Pares Externo; un
docente de planta titular; dos pares que conozcan el área de trabajo del docente de planta,
elegidos por el decano de la facultad a la que pertenece el docente de planta.”.
Como en la actualidad no existe docentes de planta titulares, la vicerrectora mencionó que en
el período de transición se sustituya el docente de planta titular que haría parte del COD por
un miembro del comité de pares externo."
Consejo Académico 298-22.pdf,2022-02-03,"Formación en investigación,Acompañamiento AC Estudiantes",,"Estudiantes,Profesores,Administrativos",,"e) Sistema de Bibliotecas
La Vicerrectora académica (e) informó que en el sitio web de la biblioteca se creó un espacio
con biblioguías para cada facultad, con el fin de que estudiantes y profesores encuentren los
principales servicios y recursos bibliográficos para cada área del conocimiento. Invitó
entonces a los decanos y decanas a visitar este espacio para conocer su opinión al respecto e
indicó que en el corto plazo se dispondrá de guías personalizadas para los departamentos y
los programas interfacultades.
Por otro lado, comentó que el Consorcio Colombia, del cual hace parte Uniandes por medio
de la Vicerrectoría de Investigación y Creación y el Sistema de Bibliotecas, logró los
primeros acuerdos transformativos de Latinoamérica con las casas editoriales: Elsevier,
Springer Nature y Taylor & Francis, lo que significa que será posible acceder a contenidos
científicos y académicos del más alto impacto, tener mayor visibilidad de la producción
científica en acceso abierto y que publicaciones colombianas del más alto nivel puedan estar
abiertas y disponibles. Con todo, se espera capacitar a los profesores para que la Universidad
ahorre el 30% en la inversión relacionada con los pagos Article Processing Charge, APC."
Consejo Académico 298-22.pdf,2022-02-03,Creación programa,Posgrado,,Medicina,"f) Ajuste a la especialización en Urología
La decana de medicina recordó que en enero del año 2021 el Comité Directivo aprobó la
creación de la especialización en Urología. No obstante, por la nueva plataforma de SACES
para las ciencias de la salud se vio la necesidad de realizar los siguientes ajustes al programa
en mención, antes de solicitar el registro calificado ante el Ministerio de Educación.
✓ Número de créditos: cambia la distribución de créditos y se incrementan de 272 a 279.
La distribución actual es de 41 créditos en cursos core; 4 créditos de electivas no clínicas;
38 créditos de electivas de práctica clínica y 196 créditos en rotaciones de práctica clínica.
✓ Hospitales y rotaciones: se mantiene el Hospital Universitario FSFB como base para
las rotaciones de práctica clínica y se adicionan el Hospital Universitario San Vicente
Fundación, el Instituto Nacional de Cancerología y Profamilia."
Consejo Académico 298-22.pdf,2022-02-03,"Reglamentos,Acompañamiento AC Estudiantes",Posgrado,Estudiantes,,"a) Reconocimiento de Asistentes Graduados
El director de Planeación y Evaluación, Carlos Castellanos, presentó la propuesta del
reconocimiento de asistentes graduados, cuyo objetivo principal es el de reconocer los costos
directos que tienen, de acuerdo con las responsabilidades asignadas y el cumplimiento de la
Directriz para la Vinculación de Asistentes Graduados. Sus consideraciones generales son:
1. Se reconocerá un asistente graduado por cada 60 puestos estudiante para el caso de las
maestrías y 45 puestos estudiante para el caso de los doctorados (siempre y cuando
dicte un curso magistral, serán 60 en cualquier otro caso).
2. Este reconocimiento solo aplica a los asistentes graduados con responsabilidades
docentes en cursos de pregrado.
3. Los asistentes graduados podrán ser responsables de un curso siempre y cuando tengan
el título de maestría.
4. La cantidad máxima de asistentes graduados a reconocer será del 15% por encima del
promedio de asistentes graduados de los últimos tres años y se mantendrá ese valor fijo
por tres años.
5. Las unidades podrán solicitar canjes entre los asistentes graduados de maestría y los
asistentes graduados de doctorado así: tres asistentes graduados de maestría por un
asistente graduado de doctorado y un asistente graduado de doctorado por dos asistentes
graduados de maestría."
Consejo Académico 298-22.pdf,2022-02-03,"Reglamentos,Acompañamiento AC Estudiantes",Posgrado,Estudiantes,,"En cuanto a los cursos a cargo señaló que se identifican aquellos a partir de los que han
tenido acompañamiento de asistentes graduados. En caso de haber uno nuevo, se
realizará la solicitud para incluirlo dentro del análisis. Adicionalmente, en caso de tener
una variación significativa en el número de puestos estudiante en un semestre se
realizará una evaluación del caso para ajustar el reconocimiento.
En consecuencia, con base en el promedio de los últimos tres años, el director de
Planeación y Evaluación relacionó el número de asistentes graduados reconocidos por
facultad, cifra ante la cual se estableció un 15% adicional en el incremento de asistentes
graduados en la Universidad."
Consejo Académico 298-22.pdf,2022-02-03,"Reglamentos,Acompañamiento AC Estudiantes,Bienestar",Posgrado,Estudiantes,,"En cuanto a la Directriz de Asistentes Graduados se sugirió evaluar la docencia, así
como constatar que los asistentes contratados tomen antes o durante su contratación,
los módulos de pedagogía que ofrece la Facultad de Educación y el curso MAAD
101. Ante esto último, resulta relevante revisar que los asistentes graduados hayan
aprobado los requisitos en mención para renovar su contrato."
Consejo Académico 298-22.pdf,2022-02-03,"Egresados,Posicionamiento,Impacto Social,PDI,Representantes","Pregado,Posgrado","Estudiantes,Egresados",,"a) Descuento de egresados
La Vicerrectoría Administrativa y Financiera comentó que, en la presentación de las becas
preferentes, realizada en la sesión 289-21 de este Consejo, no se mencionó el plan piloto
diseñado por la Oficina de Apoyo Financiero en donde se otorga un descuento en el precio
de la matrícula a los egresados y sus hijos en el año 2022. Este piloto consiste en:
✓ Para pregrado: ofrecer un descuento del 2.5% a los hijos de los egresados. El
universo de posibles beneficiaros para este descuento es de mil estudiantes.
✓ Para posgrado: ofrecer un descuento del 5% a los egresados puesto que un tercio
de los estudiantes de maestría son egresados.
En este sentido reiteró que el descuento aplica para los matriculados del año 2022 (no
aplica para reservas de cupo) y para egresados de programas formales. Una de las
principales motivaciones fue la eliminación del bono solidario, por lo que el descuento
lo asume la administración central del presupuesto del año en curso. En suma, agregó
que para el primer cierre de matrículas se aprobó el descuento a 22 estudiantes de
pregrado y a 51 de posgrado.
A propósito, expresó que descuentos de este tipo se pueden contemplar desde tres aristas
diferentes (i) ayudar a quien tenga necesidad financiera, (ii) mejorar la competitividad
de los programas académicos y (iii) servir como una estrategia comercial para atraer a
los admitidos que, días antes del cierre oficial, no han pagado su matrícula. Dadas estas
razones, propuso conformar una comisión para revisar los posibles descuentos que se
ofrecerían en el precio de la matrícula. Las decanas de Administración e Ingeniería
manifestaron su interés por pertenecer a esta comisión.
Por su parte, la rectora (e) precisó que los descuentos para egresados y sus hijos son una
estrategia de fidelización alineada con el PDI, ya que es una forma de hacerlos sentir
más cercanos a la Universidad.
• Las representantes de estudiantes precisaron la importancia de incluir en la comisión
planteada, a un(a) estudiante que tenga conocimientos en temas financieros.
- La rectora (e) solicitó la ayuda de las representantes estudiantiles para identificar a
uno de los estudiantes involucrados en los temas de financiación con el ICETEX
para que integre la comisión propuesta."
Consejo Académico 298-22.pdf,2022-02-03,"Infraestructura,Administrativos,PDI",,Administrativos,,"b) Presupuesto de inversión
La Vicerrectoría Administrativa y Financiera señaló que, en aras de ajustar el presupuesto de
inversiones, se propone crear una herramienta para priorizar las necesidades de las unidades
en la segunda iteración del presupuesto en mención. Esta herramienta busca optimizar el uso
de recursos, pero también asegurar la sistematización del proceso, precisar la información,
fomentar la transparencia en la toma de decisiones y encontrar sinergias entre las solicitudes
de las unidades. De igual forma, recordó que las inversiones de la Universidad son
financiadas por los excedentes (EBITDA e ingresos no operativos) e implican un retorno
financiero o de mejora operativa. De manera análoga, mencionó que en la primera iteración
del presupuesto de inversiones, el requerimiento de las unidades fue de $105 MM, mientras
que el aprobado por el Comité Directivo fue de $60 MM. No obstante, dado el excelente
cierre financiero del año 2021, el tope presupuestal se amplió a $70 MM. Aclaró que el
presupuesto de inversiones no es una extensión del presupuesto operativo.
Con este propósito, la Vicerrectoría Administrativa y Financiera presentó el plan piloto con
el fin de llevar a cabo el ejercicio de asignaciones para el presupuesto de inversión 2022:
✓ Implementar una metodología que priorice los requerimientos de inversión para la vigencia
2022 de una forma sistemática y documentada (referentes y buena práctica internacional).
✓ Dividir el plan de inversiones en 4 dimensiones. Cada dimensión cuenta con un líder que
facilita la conversación con las unidades, el manejo de la información y la ejecución del
piloto. Las dimensiones son: (i) laboratorios – vicerrector de investigación y creación, (ii)
tecnología – director de la DSIT y director de transformación digital, (iii) infraestructura
física – gerente del campus y (iv) otras inversiones – vicerrector administrativo y financiero.
✓ En adición a lo anterior, se tendrán los siguientes criterios de priorización, cada uno con
un puntaje y una ponderación:

Además, se tendrán en cuenta las iniciativas relacionadas con requerimientos legales o
fiscales y aquellas con compromisos previos. También se documenta qué tipo de
comunidad se atiende con la iniciativa (profesores, estudiantes, egresados, entre otros).
Así las cosas, la Vicerrectoría Administrativa y Financiera agregó que de las 700 iniciativas
presentadas por las unidades académicas y administrativas se seleccionaron 60, las cuales
serán incorporadas a este piloto. Se espera que los resultados y el envío de plantillas se lleve
a cabo el 17 de febrero, los resultados de priorización se den el 3 de marzo y el 10 de marzo
se envíen los memorandos. Por último, indicó que según la buena práctica los referentes
internacionales sugieren criterios adicionales para distribuir el presupuesto de inversión, tales
como la eficiencia, la diferenciación y la innovación de las iniciativas.
Laboratorios y equipos: la rectora (e) señaló que en la solicitud de equipos se tendrán en
cuenta ciertos aspectos para que no todas las facultades surtan el proceso descrito
anteriormente. Estos son: (i) en las facultades cuya solicitud fue menor a $200 M se hizo una
revisión para identificar que las solicitudes no fueran operativas y (ii) en las facultades cuya
solicitud estuvo entre $200 M y $500 M se hizo una conciliación sencilla. Las facultades cuya
solicitud fue mayor a $500 M deberán surtir el proceso de asignación señalado arriba."
Consejo Académico 298-22.pdf,2022-02-03,"Infraestructura,Administrativos",,Administrativos,Ingeniería,"✓ Teniendo en cuenta que según el SAR, el overhead de los proyectos está disponible en el
año en el que se realizan, la decana de Ingeniería quiso saber si su facultad podría ejecutar
lo correspondiente a pesar de no haber presupuestado el gasto en el año 2022.
- La rectora (e) manifestó que las unidades académicas deben proyectar en su presupuesto
el ingreso y el gasto de los proyectos para disponer de esos recursos. La Vicerrectoría
Administrativa y Financiera precisó que en una próxima sesión se presentará el tema con
mayor precisión y claridad."
Consejo Académico 299-22.pdf,2022-02-17,Admisiones,Posgrado,Estudiantes,,"a) Informe de matrículas de maestrías 2022-10
La rectora (e) informó que hubo una leve reducción en el número total de matriculados de
maestría en el periodo 2022-10, respecto al mismo periodo del año anterior y presentó los
datos detallados por Facultad. También mencionó que los resultados presentados son
razonables y cercanos a la meta establecida para este periodo, aclaró que la información aquí
presentada es con corte al 9 de febrero de 2022 y solicitó a los decanos(as) estudiar la
posibilidad de retomar el cobro de inscripción en los programas de maestría."
Consejo Académico 299-22.pdf,2022-02-17,Ajustes Administrativos ,,Administrativos,,"b) Jefe del Departamento Médico y Salud Ocupacional
La rectora (e) informó que luego de 35 años de arduo trabajo, y de dejar un valioso legado,
el doctor Germán Otálora, actual jefe del Departamento Médico y Salud Ocupacional, recibió
su jubilación y se retirará del cargo a finales del mes de febrero. Los miembros del Consejo
agradecieron su liderazgo en varios frentes como la implementación de las primeras medidas
de salud en el trabajo, su participación en la creación del sistema de atención de emergencias
de Uniandes y sus invaluables aportes en la difícil coyuntura de la pandemia del Covid-19.
Además, el doctor Otálora deja un equipo robusto, profesional, humano y de gran valor para
el servicio de la Universidad.
El Consejo Académico acordó enviarle una moción de agradecimiento al doctor Germán
Otálora, por los invaluables servicios prestados a la Universidad durante 35 años."
Consejo Académico 299-22.pdf,2022-02-17,Admisiones,Pregrado,Estudiantes,Ciencias sociales,"a) Admisión al pregrado en Psicología
La directora del departamento de Psicología, Ana Lucía Jaramillo, recordó que en la sesión
263-20 del 3 de septiembre de 2020, se solicitó a este Consejo incluir, a modo de piloto, una
entrevista estructurada dentro del proceso de admisión al pregrado en Psicología. Los
objetivos principales de esta propuesta fueron: (i) controlar el cupo de 40 estudiantes por
cohorte para cumplir con la normativa exigida por el Ministerio de Educación desde 2019-
20, (ii) seleccionar estudiantes con disposiciones adecuadas para el ejercicio de la psicología
profesional, como profesión de la salud, particularmente bajo la exigencia de la práctica
clínica obligatoria desde 2019-20 y (iii) fortalecer el acompañamiento, orientación y
consejería a los estudiantes desde el proceso de admisión.
Explicó después que la entrevista se ha utilizado en el proceso de admisión de los periodos
2021-10, 2021-20 y 2022-10, y que los resultados principales de su implementación fueron
los siguientes:
✓ Fue posible controlar el cupo, pero no de la manera deseada. El número de estudiantes
nuevos se redujo y se mantuvo un volumen importante de dobles programas y
transferencias. Frente a este resultado surgió la preocupación de que los estudiantes que
solicitan doble programa pueden variar entre 9 y 30 por semestre, pero se gradúan entre
30% y 50% de éstos, aunque utilizaron el cupo de entrada.
✓ Los resultados de corto plazo no son suficientes y tampoco concluyentes para saber si la
selección fue exitosa. Se requerirían seis semestres más para evaluar el impacto de la
entrevista en las prácticas y el desempeño profesional. Surgió entonces, la preocupación
de perder estudiantes nuevos y de desgastar al equipo del Departamento de Psicología.
✓ Dado que el equipo encargado de fortalecer el modelo de acompañamiento a los
estudiantes estuvo trabajando intensamente en entrevistas de admisión, se avanzó muy
poco en este punto.
Propuesta: (i) eliminar la entrevista en el proceso de admisión para estudiantes nuevos:
primíparos y transferencias externas, (ii) mantener una reunión de entrada (en primer
semestre) que fortalezca el seguimiento y el acompañamiento de los estudiantes de
psicología, porque tienen una importante responsabilidad como profesionales en salud, (iii)
garantizar las transferencias de estudiantes de Estudios Dirigidos frente a las transferencias
internas y los dobles programas y (iv) implementar una reunión de consejería obligatoria para
los estudiantes que solicitan transferencias internas diferentes a las de Estudios Dirigidos y
de dobles programas. En la reunión se evaluará la motivación del estudiante y su historia
académica en la Universidad, dado que su admisión al programa se hará según disponibilidad
de cupos.
Dado este contexto, se hace necesario ajustar el artículo 2 de la Normatividad sobre
transferencias internas de pregrado de la siguiente manera: “Programa de Psicología: La
autorización será competencia del Consejo de Departamento de dicha disciplina, que tendrá
en consideración, además de las condiciones que se señalan más adelante, los resultados de
la entrevista estructurada los cupos disponibles para admitir estudiantes de acuerdo a lo
establecido por ley y el resultado de una reunión de consejería obligatoria donde se
estudiará la historia académica del estudiante y se evaluará su motivación. En caso de ser
aceptada la solicitud, el Consejo del Departamento de Psicología deberá informar sobre el
particular a la Dirección de Admisiones y Registro.”.
Los miembros del Consejo Académico destacaron la reflexión juiciosa del proceso de
admisión a este programa y dieron su visto bueno a los ajustes propuestos. De igual manera
recomendaron hacer seguimiento al nuevo proceso, para implementar mejoras a futuro de ser
necesario."
Consejo Académico 299-22.pdf,2022-02-17,"Creación programa,Evaluación curricular",Posgrado,"Administrativos,Profesores",Artes y humanidades,"b) Modificación a la maestría en Música
El vicedecano de Investigación y Creación de la Facultad de Artes y Humanidades, Rondy
Torres, explicó que en marzo del año 2022 se debe realizar la renovación del registro
calificado de la Maestría en Música. Esta maestría cuenta con tres énfasis: instrumento,
composición y musicología. Se propone hacer un ajuste no sustantivo en el énfasis de
instrumento, que consiste en redistribuir el número de créditos de dos seminarios para reflejar
la verdadera dedicación horaria de los estudiantes en estos cursos. El énfasis en instrumento
mantiene un total de 36 créditos y los ajustes propuestos al plan de estudios se relacionan en
color amarillo a continuación:
El Consejo Académico aprobó la modificación a la Maestría en Música. (Resolución 99)"
Consejo Académico 299-22.pdf,2022-02-17,"Bienestar,PDI,Promoción investigación,Educación General",,"Profesores,Administrativos",Medicina,"c) Programa de Desarrollo de Facultad, PDF – Medicina
La decana de Medicina, Natalia Mejía, explicó que la construcción del Programa de
Desarrollo de su Facultad, PDF, empezó en noviembre del año 2020 con una mesa de trabajo
individual en la que se identificaron objetivos coherentes con el PDI 2021-2025 como el
bienestar, los equipos interprofesionales e interdisciplinares, la atención primaria para los
profesionales de la salud, y la investigación, innovación y traducción del conocimiento.
Posteriormente, entre febrero y mayo de 2021, se organizaron siete mesas de trabajo con la
participación de estudiantes, profesores, directivos, administrativos, egresados, directivos de
la Fundación Santa Fe, exdecanos y fundadores. Al mismo tiempo, entre febrero y septiembre
de 2021, se lanzó un documento tipo padlet, donde los miembros de la comunidad consignaron
sus aportes al PDF. Por lo anterior, en la Facultad de Medicina surgieron tres sueños
relacionados con el PDI:
✓ Primer sueño: liderar información e innovación en educación médica en nuestro país y
en Latinoamérica. Este sueño posee tres objetivos y ocho estrategias. Entre estas destacó
el laboratorio de habilidades médicas y simulación – Hospital Simulado William Osler.
✓ Segundo sueño: avanzar hacia la excelencia de la investigación y creación con proyección
en Colombia y Latinoamérica. Este sueño tiene dos objetivos y seis estrategias, entre las
que destacó el Laboratorio de Medicina Traslacional.
✓ Tercer sueño: transformar la cultura académica hacia una cultura del buen trato. Este
sueño tiene dos objetivos y cuatro estrategias, entre las que destacó el fortalecimiento del
Comité de Bienestar.
A propósito de las estrategias disruptivas, la decana de medicina expuso algunas generalidades
del laboratorio de habilidades médicas y simulación, así como del laboratorio de medicina
traslacional. Ambos apuntan al primer y segundo sueño del PDF. Respecto al bienestar destacó
actividades extracurriculares como clases de teatro, caminatas o yoga, la adopción de una
mascota como embajadora del bienestar y, en el marco del buen trato, la promoción de algunos
hashtags en redes sociales, la creación de embajadores de bienestar y del Comité de Género.
Por último, en cuanto al trabajo interdisciplinar mencionó que se está trabajando con otras
unidades académicas y centros de la Universidad en la creación de programas académicos, y
se ha participado en proyectos como COVIDA y el Laboratorio de Medicina Traslacional."
Consejo Académico 299-22.pdf,2022-02-17,"Formación en investigación,Promoción investigación,Posicionamiento,Educación General,Bienestar,PDI",,"Profesores,Administrativos",Educación,"d) Programa de Desarrollo de Facultad, PDF – Educación
El decano de Educación, Eduardo Escallón, explicó que el proceso de construcción del
Programa de Desarrollo de su Facultad, PDF, contó con el apoyo de la Dirección de
Planeación y Evaluación y la participaron de profesores, estudiantes, directivos y
administrativos. Este proceso se organizó en cinco etapas: (i) un taller sobre contexto de la
facultad y la definición de su visión, (ii) un taller de definición de iniciativas y sus
responsables, (iii) una revisión de las iniciativas y armonización de las mismas con el PDI
2021-2025, (iv) la consolidación de la información y la elaboración de una matriz de
indicadores, y (v) la alineación con el PDI de la Universidad y una revisión del documento
final. Como resultado se obtuvieron cuatro objetivos con sus respectivas estrategias e
indicadores, todos alineados con los sueños establecidos en el PDI:
✓ Objetivo 1: ampliar, consolidar y posicionar la oferta de programas de la facultad con un
especial énfasis en las regiones. Este se alinea con el primer sueño del PDI - Formación.
✓ Objetivo 2: fortalecer la investigación de la facultad para que sea pertinente para el país y
la región. Este se alinea con el tercer sueño del PDI – Investigación y Creación.
✓ Objetivo 3: posicionar la facultad como un actor clave dentro del desarrollo de la
educación del país. Este se alinea con el tercer sueño del PDI – Investigación y Creación.
✓ Objetivo 4: consolidar la facultad como una comunidad integrada que promueva el
bienestar de todos sus integrantes. Este se alinea con el segundo sueño del PDI – Bienestar.
Las estrategias más innovadoras y disruptivas relacionadas con los objetivos señalados en el
apartado anterior son: crear maestrías virtuales, elaborar un plan estratégico de
posicionamiento, concebir un programa de educación tecnológica para la educación inicial
en alianza con el DUOC, instituir una escuela de mentores y establecer microcredenciales.
Por otro lado, el decano de educación mencionó algunos proyectos interfacultades como la
posibilidad de lograr desde Los Andes un alto impacto en los colegios por medio de dobles
programas y una opción en pedagogía. También, crear con el apoyo de otras facultades las
licenciaturas en inglés, en ciencias económicas y políticas, en ciencias naturales y educación
ambiental, así como renovar la especialización en gestión"
Consejo Académico 299-22.pdf,2022-02-17,"Posicionamiento,Administrativos",,"Administrativos,Profesores",,"e) Comisión de expertos en financiación de educación superior
La rectora (e) invitó a los miembros del Consejo Académico, de cara a las próximas
elecciones presidenciales, a proponer nombres de profesores expertos en financiación de la
educación superior para conformar un grupo de trabajo que pueda construir unas propuestas
relacionadas con la financiación de la educación superior en Colombia y proponga iniciativas
que puedan ser presentadas al próximo gobierno, con la posibilidad de ser incluidas en el
próximo Plan Nacional de Desarrollo. También, consideró importante invitar a otras
universidades del país a participar en esta iniciativa."
Consejo Académico 299-22.pdf,2022-02-17,"Posicionamiento,Internacionalización,Admisión",Pregrado,"Profesores,Administrativos",,"f) Bienvenida de padres
La rectora (e) recordó que el próximo 19 de febrero se llevará a cabo la bienvenida a padres.
Mencionó que es importante resaltar la promesa de valor de la Universidad y las razones por
las cuales Uniandes ocupa un lugar destacado. Mencionó ejemplos como la
internacionalización, la empleabilidad y los importantes logros en emprendimiento Uniandino
recientemente resaltados por Forbes 2021.
• Los decanos y decanas solicitaron información actualizada sobre los indicadores de
empleabilidad por facultad."
Consejo Académico 299-22.pdf,2022-02-17,"Promoción investigación,Posicionamiento,Cambios administrativos,Patrimonio cultural y artístico",,Administrativos,,"a) Presentación del Editor General de la Universidad
La vicerrectora de investigación y creación recordó que Juan Camilo González fue nombrado
Editor General de la Universidad. Informó que Juan Camilo es politólogo, literato y magíster
en Arqueología y Antropología Biológica de la Universidad de los Andes, y a su vez cursó
materias en Ciencia Política en el Instituto de Estudios Políticos de Estrasburgo. Agregó que
cuenta con una amplia experiencia como editor y se ha desempeñado como director editorial
del Instituto Caro y Cuervo, y editor de los sellos Taurus, Debate y Reservoir Books en
Penguin Random House.
Por su parte, el editor general de la Universidad manifestó que dentro de sus planes está
impulsar la consulta y compra de libros digitales, la impresión de libros bajo demanda y
construir con la ayuda de los decanos y decanas, la cultura del libro digital entre los
investigadores y profesores. Adicionalmente, quisiera garantizar la sostenibilidad de la
Editorial y consolidarla como una inversión que suma al posicionamiento de Uniandes, así
como buscar alianzas editoriales con pares internacionales para, entre otras, financiar
traducciones de publicaciones relevantes que no están disponibles en español.
Los miembros del Consejo dieron una cálida bienvenida al editor general y resaltaron la
importancia de las iniciativas planteadas."
Consejo Académico 299-22.pdf,2022-02-17,"Infraestructura,Administrativos",,Administrativos,,"a) Sistema de Asignación de recursos, SAR
Este punto lo está elaborando la Vicerrectoría Administrativa. El ""adendo"" correspondiente
se enviará a los miembros de este Consejo antes del jueves 3 de marzo de 2022."
Consejo Académico 299-22.pdf,2022-02-17,"Inversiones,Infraestructura",,Administrativos,,"b) Piloto sobre el proyecto de asignaciones: presupuesto de inversión
La Vicerrectoría Administrativa y Financiera comentó que el piloto ha tenido buena aceptación
por parte de las unidades académicas y se ha hecho de acuerdo a lo convenido. Al respecto,
indicó que puede haber ajustes en el número de propuestas iniciales e insistió que los recursos
que se asignen para este fin se destinarán en inversiones estratégicas, no como extensión del
presupuesto de operación. También, especificó que los compromisos que traen las unidades
año a año se respetarán, siempre y cuando estén formalmente documentados y hayan afectado
el presupuesto en periodos anteriores.
Por último, indicó que los resultados del piloto sobre el proyecto de asignaciones se acercaron
al modelo RGT (Run-Grow-Transform)."
Consejo Académico 299-22.pdf,2022-02-17,"Posicionamiento,Internacionalización,Oferta cursos,Promoción investigación",,Profesores,Administración,"La decana de Administración anunció que su Facultad aprobó los siguientes dos STAI:
El profesor asociado Bart Van Hoof propone tres campos y lugares de trabajo
complementarios para el periodo 2022-20. El primero es con la Escuela de Gerencia de la
Universidad de Radboud en Nijmegen, Países Bajos, donde planea realizar un trabajo de
investigación en economía circular para trabajar en coautoría con el profesor asociado
Sjors Witjes en publicaciones académicas y capítulos de libros de investigación, así como
consolidar vínculos institucionales y culminar dos publicaciones para enviar a revistas
académicas. El segundo es con la Facultad de Administración de la Universidad
Strathmore en Nairobi, Kenia, donde ofrecerá la introducción de un curso gerencial en
Economía Circular y buscará fortalecer los vínculos con esta importante escuela africana
por medio del diseño y desarrollo de un curso en conjunto con los profesores locales. El
tercero, es con la Universidad Nova en Lisboa, Portugal, para realizar un trabajo de
investigación con un par académico del International Sustainable Development Research
Society, con quien desarrollará una propuesta de publicación (libro o revista especializada)
sobre evaluación de impactos de colaboración en la Economía Circular.
El profesor asociado Enrique Ter Horst propone para el periodo 2022-20 desarrollar y
consolidar productos de investigación con los coautores Laura Gunn y Germán Molina de
University of North Carolina en Charlotte, así como con Gavino Puggioni de University
of Rhode Island con quien tiene un revise and resubmit para el Journal of Business
Research. Pro otro lado en la Facultad terminará dos artículos sobre temas sensoriales con
Felipe Reinoso-Carvalho, cuatro artículos sobre marketing con Ribamar Siquiera y dos
artículos con Juliana Malagon derivados del estudiante de doctorado Jovelyn García."
Consejo Académico 300-22.pdf,2022-03-03,"Posicionamiento,Egresados",,Administrativos,,"b) Oradores de las ceremonias de grados
La rectora (e) informó que la oradora principal de la próxima ceremonia colectiva de grados
será Carolina Angarita. Destacó que es experta en liderazgo, transformación digital, ha sido
gerente general de Google en Colombia y de Discovery Networks, entre otras. Explicó que
las ceremonias se llevarán a cabo entre el 1 y el 8 de abril de 2022 y los discursos de todos
los oradores se transmitirán en la celebración de cada facultad, de acuerdo con el cronograma
establecido."
Consejo Académico 300-22.pdf,2022-03-03,"Infraestructura,Inversiones",,Administrativos,,"c) Sesión extraordinaria del Consejo Académico
La rectora (e) informó que el próximo 10 de marzo se llevará a cabo una sesión extraordinaria
de este Consejo, para tratar lo relacionado con el Sistema de Asignación de Recursos, SAR."
