nombre_archivo,fecha_acta,tag,nivel,actores,facultad,extracto
Consejo Académico 207-18,2018-06-14,"Internacionalización,Inversiones,Ajustes Administrativos",,Administrativos,,"-	El Rector señaló que el Centro de Desarrollo Sostenible es una valiosa oportunidad para la Universidad que tendrá un enorme impacto en términos de posicionamiento a nivel regional e internacional. Frente a la constitución de este Centro precisó tres cosas: (i) Uniandes constituirá un capital semilla para su creación y constitución, dineros que serán reembolsados posteriormente por parte del este Centro; (ii) Se designó, a partir del 1 de julio, un director temporal hasta tanto esta institución designe de manera autónoma a su propio director; (iii) la inauguración se llevará a cabo, tentativamente, en el mes de septiembre; (iv) Se invitará informalmente a 5 universidades de América Latina y el Caribe para analizar los proyectos que se pueden llevar a cabo en la región. Como universidades invitadas mencionó a la Universidad Católica de Chile, el TEC de Monterrey, la Universidad del Pacífico del Perú, la Universidad Estatal de Campinas de Brasil, la Universidad West Indies de Jamaica y la Pontificia Universidad Javeriana. "
Consejo Académico 207-18,2018-06-14,Evaluación curricular,Posgrado,,,"El Consejo Académico le dio su visto bueno a la reforma a la Especialización en Organizaciones, Responsabilidad Social y Desarrollo del CIDER."
Consejo Académico 207-18,2018-06-14,"Posicionamiento,Internacionalización ",,,Gobierno,"El Rector anunció que próximamente la Universidad recibirá la importante visita de Joe Biden, vicepresidente de los Estados Unidos durante el periodo 2009-2017. Afirmó que es un evento que está organizando Eduardo Pizano, director de la Escuela de Gobierno.  

El Director de la Escuela de Gobierno precisó que la Uniandes, el equipo de trabajo del Vicepresidente Biden y la Embajada de los Estados Unidos están trabajando mancomunadamente en la programación de este evento y que la fecha tentativa para su realización es el 17 de julio. Manifestó que una vez se definan los detalles de la visita, se invitará formalmente a los miembros de este Consejo. "
Consejo Académico 207-18,2018-06-14,Informe de gestión,,,Administración,"Eric Rodríguez, decano de Administración, anunció con complacencia que el pasado 12 de junio el Comité de Acreditación de la EFMD se reunió y otorgó a la Facultad de Administración de la Universidad de los Andes la reacreditación de EQUIS por cinco años. Esta es la primera vez que la Facultad queda acreditada con el máximo reconocimiento, con lo cual ingresa a un grupo muy reducido de instituciones que se distinguen por su muy alta calidad en educación en Administración. Actualmente solo dos instituciones más en América Latina cuentan con esta distinción: la Universidad Católica de Chile y la Fundación Getulio Vargas.

Manifestó que compartirá el informe de esta acreditación, ya que cuenta con elementos aplicables a toda la Universidad. "
Consejo Académico 207-18,2018-06-14,Educación continua,,"Administrativos,Profesores",Otras,"Oscar Pardo, director del Cider, invitó a los miembros del Consejo a participar en el taller de Educación Continuada, el próximo 25 de junio de 7:00 a 10 a.m., que se realizará en el marco del proyecto “Hacia un nuevo como”.  

Andrea Lozano, directora del Departamento de Humanidades y Literatura, precisó que el taller busca que cada unidad académica de a conocer el trabajo que adelanta con Educación Continuada, con el fin de diseñar estrategias en el “Nuevo Como”. Les solicitó a los decanos ser estrictos con las instrucciones del taller, en aras de la eficiencia en el manejo del tiempo.

Juny Montoya, directora del Centro de Ética, llamó la atención en que este horario programado se cruza con la visita del Dr. Suresh Garimella. 

El Consejo Académico acordó que se modificará la fecha de este taller y que será anunciada próximamente."
Consejo Académico 207-18,2018-06-14,Posicionamiento,,"Administrativos,Profesores",Gobierno,"Eduardo Pizano, director de la Escuela de Gobierno, manifestó que McKinsey & Company y el Grupo Santo Domingo están liderando la elaboración de un documento que contenga los lineamientos y recomendaciones de política pública para el próximo gobierno colombiano. Expresó que el 21 de junio se llevará a cabo la reunión final e invitó a los miembros del Consejo a participar.  
Adicionalmente comentó que en conjunto con Ecopetrol se está planteando la posibilidad de crear un centro de energía con sede en Uniandes. "
Consejo Académico 207-18,2018-06-14,"Estatuto profesoral,Internacionalización,Promoción investigación",,Profesores,Ciencias,"Ferney Rodríguez, decano de Ciencias, informó que la Facultad aprobó dos STAI. El primero de ellos es para Juan Armando Sánchez, profesor del Departamento de Ciencias Biológicas, para el periodo 2018-II, quien realizará una visita de tres meses a la Universidade Justus Liebig de  Giessen, Alemania, con el objetivo de iniciar el programa de investigación “Emerging mutualistic symbioses in coral reefs”, fortaleciendo  los lazos colaborativos con esta institución. Allí  realizará un experimento con isótopos estables para someter a prueba el  rol de un simbionte que podría permitir a los corales sobrevivir en  condiciones adversas predichas bajo un escenario de acidificación  oceánica. En el resto del tiempo del STAI, el profesor someterá por lo  menos tres publicaciones en revistas internacionales indexadas y tendrá  listo otro manuscrito para enviar a revisión en una revista Q1, sobre  los resultados de su estancia en Alemania, con los que además someterá  una propuesta de investigación para obtener fondos externos para la  continuación del proyecto. Además, editará artículos en ""Frontiers in Marine Science"", para el volumen especial de SeaFlower Biosphere Reserve y completará el primer borrador del libro ""Exponential Biodiversity: Colombia"".
El segundo es para Pedro Bargueño, profesor del Departamento de Física, para el periodo 2019-I, quien realizará dos pasantías: la primera en el Instituto de  Cibernética, Matemáticas y Física en La Habana, Cuba, y la segunda en el  Instituto de Física Fundamental en Madrid, España, instituciones con quienes tiene colaboraciones activas en sus líneas de investigación.  Durante estas estancias trabajará principalmente en la escritura del  libro “Una Introducción a la Estructura del Espacio-Tiempo” que tiene  como objetivo establecerse como texto guía para dos cursos avanzados del  programa de Física. En este periodo, el profesor se compromete  a someter 3 publicaciones en revistar internacionales indexadas, y en  la última fase del STAI, a apoyar a su estudiante doctoral en la  revisión de su documento y en la preparación de su defensa de tesis."
Consejo Académico 208-18,2018-06-28,Posicionamiento,,"Administrativos,Profesores",Gobierno,"El Rector informó que el pasado 21 de junio, en la sala del Consejo de la Universidad, se llevó a cabo la reunión del Acuerdo Nacional por el futuro de Colombia, organizado por McKinsey & Company y el Grupo Santo Domingo, y cuyo enlace en la Universidad fue Eduardo Pizano, director de la Escuela de Gobierno. En el evento se presentó un documento que contiene los lineamientos y recomendaciones de política pública para el próximo gobierno colombiano, en cuya elaboración participaron, entre otros, más de 20 profesores de la Universidad. El documento se escribió antes de las elecciones de junio, como una contribución para el gobierno entrante. El encuentro contó con la presencia de Ivan Duque, presidente electo para el periodo 2018-2022 e importantes empresarios colombianos. "
Consejo Académico 208-18,2018-06-28,,,"Profesores,Estudiantes",,"El Rector manifestó su sincero agradecimiento al profesor emérito, Bernardo Gómez, y a los estudiantes Juan Felipe Bonivento y Lina Moya, por su valiosa participación en el Consejo Académico durante el último año y los invitó a compartir sus experiencias y a hacer  recomendaciones. "
Consejo Académico 208-18,2018-06-28,Evaluación curricular,,"Administrativos,Profesores,Estudiantes",,"Tal como se anunció en la pasada reunión 207-18 de este Consejo, en esta sesión se recibieron comentarios sobre la propuesta de modificación a las opciones académica. El Vicerrector Académico destacó que esta propuesta busca flexibilizar esta figura y dentro de las modificaciones, subrayó la posibilidad de que  los cursos obligatorios de la carrera de estudiantes puedan ser válidos para una opción.  "
Consejo Académico 208-18,2018-06-28,Evaluación curricular,,Estudiantes,,"•        Eduardo Escallón, decano de Educación, manifestó que en el documento se indica que a un estudiante que curse una Opción puede valérsele un máximo de seis (6) créditos de los obligatorios o electivos disciplinares de su programa. Sugirió que en lugar del número de créditos se indique un porcentaje. El Vicerrector Académico indicó que está abierto a discusión y  que se podría plantear como un porcentaje de la Opción."
Consejo Académico 208-18,2018-06-28,Evaluación curricular,,Estudiantes,,"•        Ferney Rodríguez, decano de Ciencias, estuvo de acuerdo con el comentario del Decano de Educación y sugirió que en lugar del número de créditos se indique un porcentaje mínimo y máximo para adelantar la Opción. Comentó que establecer un número mínimo de 10 créditos hace que se pierda la esencia de la Opción. Además, preguntó: (i) si todas las opciones tendrán que ser sometidas al aval del Consejo de Facultad; y (ii) si la propuesta es aplicable a los énfasis y a las concentraciones. El Vicerrector Académico respondió (i) que todas la opciones académicas deberán contar con el aval del Consejo de Facultad y deberán ser diseñadas por competencias. Al respecto señaló que no se estableció un lapso de tiempo para llevarlo a cabo; (ii) afirmó que los énfasis y las concentraciones seguirán igual, ya que sólo se reglamentó la figura de Opciones Académicas. "
Consejo Académico 208-18,2018-06-28,Evaluación curricular,,Estudiantes,,"•	Juny Montoya, directora del Centro de Ética, señaló la importancia de indicar en el documento el momento en que el estudiante debe inscribir la Opción Académica. El Vicerrector Académico consideró que reglamentar el momento específico de inscripción de la Opción crearía rigideces e iría en contravía del espíritu de la flexibilización. "
Consejo Académico 208-18,2018-06-28,Evaluación curricular,,Estudiantes,,•	La Vicerrectora de Investigaciones sugirió que se enuncie en el documento que la inscripción de la Opción deberá realizarse antes de la graduación del estudiante. 
Consejo Académico 208-18,2018-06-28,Evaluación curricular,,Estudiantes,,"•        Silvia Caro, vicedecana académica de la Facultad de Ingeniería, comentó que el documento afirma que la inscripción de la Opción Académica debe ser aprobada por el consejero. Preguntó en el caso de los dobles programas, de cuál de los dos consejeros dependía la aprobación. El Vicerrector Académico afirmó que existe la misma preocupación para la extracreditación y que se aclarará hacia futuro. Opinó que la figura del consejero tiene mayor peso en los casos de extracreditación. "
Consejo Académico 208-18,2018-06-28,Acompañamiento AC Estudiantes,,Estudiantes,,"•	Lina Moya, estudiante invitada, expresó su preocupación por la falta de consejería que reciben los estudiantes que cursan el doble programa. "
Consejo Académico 208-18,2018-06-28,Evaluación curricular,Pregrado,,,"•        Andrea Lozano, directora del Departamento de Humanidades y Literatura, solicitó que se aclarara a qué se hace referencia cuando se enuncian cursos obligatorios y disciplinarios, así como la terminología para hablar de los créditos. Lo anterior dado que la Facultad de Artes y Humanidades cuenta con programas, como por ejemplo Historia del Arte, que no poseen cursos obligatorios sino que todos son electivos.  El Vicerrector Académico expresó que se precisará que son los cursos del plan de estudios de su programa y se indicará un porcentaje proporcional al número de créditos que tenga la opción."
Consejo Académico 208-18,2018-06-28,"Evaluación curricular,Acompañamiento AC Estudiantes",Pregrado,Estudiantes,,"•        Catalina Botero, decana de Derecho, frente a la labor de consejería hizo dos comentarios: (i) Valdría la pena crear un documento que integre las responsabilidades de los consejeros de todas las unidades; (ii) Se analice la posibilidad de crear una carpeta virtual del estudiante, que pueda ser usada para la aprobación requerida por parte de los consejeros. Al respecto, llamó la atención sobre el uso de información confidencial de los estudiantes en este tipo de plataformas.  "
Consejo Académico 208-18,2018-06-28,Bienestar,,Estudiantes,,"•        La Decana de Estudiantes precisó que la labor de consejería se llevará a cabo a través de la plataforma Advice, y que está contempla el uso confidencial de la información ya que ésta sólo es visible para el personal autorizado.  El Vicerrector Académico solicitó  a la Decana de Estudiantes, hacer una presentación sobre la plataforma Advice ante el Consejo Académico. "
Consejo Académico 208-18,2018-06-28,"Evaluación curricular,Acompañamiento AC Estudiantes",,Estudiantes,,"•	Juan Felipe Bonivento, representante de estudiantes, consideró que no es necesaria la aprobación del consejero para adelantar la opción académica, por dos razones: (i) porque no aumentan la carga académica del estudiante; y (ii) porque las opciones son mecanismos de exploración de intereses complementarios por lo que no deberían crearse mayores rigideces. El Vicerrector Académico estuvo de acuerdo con el comentario y afirmó que se modificará este requisito, de tal manera que sólo se le exigirá al estudiante la asistencia a consejería previa a la inscripción de la opción."
Consejo Académico 208-18,2018-06-28,Evaluación curricular,,"Administrativos,Profesores,Estudiantes",,El Consejo Académico dio su visto bueno a la propuesta de reforma de las Opciones Académicas y acordó que se incluirán las recomendaciones mencionadas en la presente sesión. 
Consejo Académico 208-18,2018-06-28,Estatuto profesoral,,Profesores,,"De conformidad con el capítulo XIII del Estatuto Profesoral, Hernando Barragán, decano de Arquitectura y Diseño, informó sobre el Estímulo al Trabajo Interdisciplinario (ETI) otorgado Edgar Alejandro Marañón León, profesor asociado del Departamento de Mecánica, quien será recibido en el Departamento de Diseño para desarrollar el proyecto denominado como “Un nuevo modelo curricular para el diseño de producto en Colombia: integrando el pensamiento de diseño y el proceso de diseño en ingeniería”. 

El proyecto de investigación está enmarcado en el rol de desarrollador de la reforma curricular que se está gestando en este momento en el Departamento de Diseño. El propósito del proyecto es el co-construir, con un equipo de profesores de diseño, un modelo curricular para el diseño de producto en Colombia (rol de Desarrollador), donde los estudiantes puedan, de forma multidisciplinaria, crear y desarrollar -o mejorar, un producto incorporando cuatro elementos esenciales: las personas (clientes y usuarios), el medio ambiente, el mercado y la tecnología. Además, durante el ETI se co-diseñarán, y se impartirán de manera conjunta, los cursos Estudio VI de pregrado y Estudio de Maestría con el fin de incorporar algunos elementos básicos del proceso de diseño de ingeniería en la solución de problemas reales.

El ETI tendrá una duración de veintitrés (23) semanas a partir del 2 de julio de 2018 hasta el 14 de diciembre de 2018."
Consejo Académico 208-18,2018-06-28,,,Estudiantes,Arquitectura y Diseño,"Hernando Barragán, decano de Arquitectura y Diseño,  anunció con complacencia que tres estudiantes de la Universidad de los Andes fueron los ganadores del Biodesign Challenge, un premio avalado por Peta (People for the Ethical Treatment of Animals, por sus siglas en inglés), la marca Stella McCartney y la corporación Stray Dog Capital. El proyecto premiado se denomina WOOCOA y consiste en una lana vegana compuesta de fibras de cáñamo y coco, tratadas con enzimas extraídas de la orellana Pleurotus ostreatus, una especie de hongo comestible.

Los estudiantes Ana Laura Andrade, Iván Caballero, Moises Hernández y Manuel Ortiz, bajo la dirección de Giovanna Danies, Luz Alba Gallo, Carolina Obregón y Johann Osma, profesores e investigadores de la Universidad de los Andes, recibieron este premio. La entrega se llevó a cabo durante el tercer encuentro del Biodesign Challenge, realizado en el Museo de Arte Moderna, MOMA, en la ciudad de Nueva York. Tres equipos de diseñadores del Maryland Institute of Art, Fashion Institute of Technology y de la Universidad de los Andes compitieron por el premio PETA para la creación de una lana libre de material procedente de animales. "
Consejo Académico 209-18,2018-07-26,Ajustes Administrativos,,Profesores,,3.	El Rector dio posesión a Edgar Vargas como profesor miembro del Consejo Académico. 
Consejo Académico 209-18,2018-07-26,Ajustes Administrativos,,Estudiantes,,"4.	El Rector dio posesión a la estudiante Eddy Marcela Hernández como miembro del Consejo Académico, y le dio una grata bienvenida a José Elias Turizo como estudiante invitado. Informó que en este momento se está discutiendo en el Comité Directivo una propuesta de reforma a los Estatutos de la Universidad, y dentro de sus modificaciones se planteó que este Consejo cuente formalmente con dos estudiantes. "
Consejo Académico 209-18,2018-07-26,Ajustes Administrativos,,Administrativos,Economía,"El Rector felicitó a Juan Camilo Cárdenas por la renovación de su nombramiento como Decano de la Facultad de Economía, por un periodo de dos años, a partir del 11 de agosto de 2018. "
Consejo Académico 209-18,2018-07-26,Ajustes Administrativos,,Profesores,Medicina,El Rector agradeció de manera especial al doctor Andrés Sarmiento por su gestión como decano de la Facultad de Medicina en estos más de 6 años.
Consejo Académico 209-18,2018-07-26,Informe de gestión,,Profesores,Medicina,"Leyó la carta que le respondió aceptándole su renuncia en la que destacó su compromiso y lealtad con la Universidad. Además, destacó los siguientes logros obtenidos a lo largo de su gestión como Decano: (i)la acreditación nacional de la Facultad de Medicina; (ii) los primeros puestos ocupados por los egresados de la Facultad en los exámenes ECAES en los últimos años; (iii) la renovación del acuerdo con la Fundación Santa Fe de Bogotá por un término indefinido, en donde se amplió considerablemente la cooperación en temas de investigación, educación continuada, entre otros; (iv) el registro calificado para la primera especialización en pediatría y la ampliación de los posgrados de la Facultad. "
Consejo Académico 209-18,2018-07-26,,,Profesores,Medicina,"El doctor Andrés Sarmiento pronunció un emotivo discurso en el que señaló que estos últimos 6 años han implicado una transformación en su vida, en especial, por su tránsito de médico a educador. "
Consejo Académico 209-18,2018-07-26,Informe de gestión,,Profesores,Medicina,"El Vicerrector Académico también felicitó al doctor Andrés Sarmiento por los logros obtenidos durante su gestión, dentro de los que destacó: (i) la acreditación de la Facultad; (ii) la creación de programas de posgrados; (iii) que sus egresados cuentan con los mejores resultados en los exámenes de estado; (iv) que es la Facultad más diversa de la Universidad con una gran proporción de estudiantes beneficiarios del Programa Ser Pilo Paga. "
Consejo Académico 209-18,2018-07-26,Inversiones ,,,,"El Rector informó que el pasado 18 de julio asistió a “The Latin American Masterclass Program” organizado por Times Higher Education, en Santiago de Chile. Comentó que Uniandes descendió del puesto 5 al 8, debido sobre todo a los pocos recursos recibidos por parte de la industria, y que a lo largo de este evento salió a relucir la importancia de la diversificación de ingresos en la estructura financiera de las universidades."
Consejo Académico 209-18,2018-07-26,Internacionalización,,,,"Adicionalmente, informó que el 19 de julio visitó la Pontificia Universidad Católica de Chile y que se reunió con su rector, Ignacio Sánchez. Sobre esta visita resaltó la disposición de esa institución para adelantar un trabajo conjunto con Uniandes.  Se refirió a la robusta estructura financiera que tiene esa Universidad, destacando que cuenta con 35 empresas, que contribuyen a la diversificación de sus ingresos y precisó que tan sólo el 53% de los ingresos de la católica de Chile provienen de las matrículas. Manifestó que es una excelente experiencia donde hay muchas oportunidades de aprendizaje para Uniandes, especialmente en lo que se refiere a su modelo financiero. "
Consejo Académico 209-18,2018-07-26,"Oferta otras sedes,Internacionalización",,,,"El Rector anunció con complacencia, que el próximo 15 de agosto, en las instalaciones de la Sede Caribe, se llevará a cabo el lanzamiento oficial de “La Triada”, la alianza entre la Pontificia Universidad Católica de Chile, el Instituto Tecnológico de Monterrey y la Universidad de los Andes. Destacó que ya se han identificado posibilidades de trabajo conjunto y se hará un listado de las mismas. Añadió que para el evento Los Andes propuso un panel sobre corrupción, el TEC de Monterrey sobre tecnologías de innovación en educación y la católica de Chile sobre migraciones. 
Por último, comentó que no se modificará el nombre de esta alianza, como se había planteado inicialmente, porque se concluyó que es precisamente la unión de estas tres universidades el elemento distintivo frente a los convenios universitarios tradicionales. "
Consejo Académico 209-18,2018-07-26,"Evaluación curricular,Reglamentos",,Estudiantes,,"El Vicerrector Académico manifestó que la reforma al Reglamento que se somete a la consideración de este Consejo, tiene como fin ajustarlo a las reformas realizadas en el marco de la flexibilización curricular y que la mayoría de ellas entrarán en vigencia para el segundo semestre de este año. Elevó un agradecimiento a todos los miembros del Comité de Reglamentos, muy especialmente al estudiante de Derecho, Juan Felipe Bonivento.  "
Consejo Académico 209-18,2018-07-26,"Reglamentos,Educación General",,Estudiantes,,"María Teresa Tobón, secretaria general, presentó la propuesta de reforma al Reglamento General de Estudiantes de Pregrado, reiterando que se trata de integrar en el este documento institucional, las reformas de la flexibilización curricular y que además, se aprovechó para hacer una revisión general del mismo. Anotó que el Comité de Reglamentos deliberó sobre estos cambios desde el mes de marzo del presente año. 
Aclaró que gran parte de los cambios consignados tienen el visto bueno de este Consejo y la aprobación formal del Comité Directivo, y son fundamentalmente las reformas a los cursos del Ciclo Básico Uniandino, CBU, el requisito de español y el requisito de idioma extranjero. "
Consejo Académico 209-18,2018-07-26,"Reglamentos,Educación General",Pregrado,"Estudiantes,Profesores",,"Resumió la propuesta de reforma así: 

•	Preámbulo: se incluyeron los valores que fueron acogidos por la Universidad, mediante aprobación del Consejo Superior. 
•	Capítulo II- Ingreso y permanencia: Se acorta el tiempo para que los estudiantes que se matriculan por primera vez a la Universidad, acrediten los requisitos exigidos para iniciar su programa. Se cambia de la tercera a la segunda semana de clases.
•	Capítulo VII – Régimen académico: 
o	Se especifica que el periodo académico es de un semestre en el que se ofrecerán cursos con ciclos de 8 y 16 semanas, más un período intersemestral por año.
o	Se enuncian dos requisitos para todos los estudiantes: (i) La Educación General, que se se compone de los cursos del CBU, la enseñanza de la Constitución, el requisito de español y el requisito de idioma extranjero; (ii) Créditos de Libre Elección – CLE.
o	Reclamos: Se ajustan los días dispuestos para la presentación de reclamos por parte del estudiante de 8 a 4. Del mismo modo, se acortan los tiempos para que los profesores los contesten de 10 a 5.
o	Solicitud de segundo calificador: se ajustan los días para solicitarlo de 8 a 4.
o	En cuanto a las excusas válidas, se aclara que el profesor podrá tener en cuenta otras circunstancias que a su criterio puedan justificar una ausencia.
o	Se ajustan las fechas en los que un estudiante puede solicitar la figura de incompleto, incompleto total y retiro voluntario en los cursos de 8 semanas, y se hace una remisión al Calendario Académico.
o	Se establece la prohibición de cursos con cero créditos.
o	Se aclara sobre quién puede solicitar doble programa.
o	Se incluye la reforma a las opciones académicas.
o	Se aclara sobre la homologación de materias de maestría cursadas desde el pregrado. 
o	Se aclara que los monitores estarán bajo la responsabilidad del profesor
o	Se redefinen los conceptos de prácticas académicas y opciones académicas.
•	Capítulo VIII- Consejería: se incluyen los lineamientos de consejería aprobados por el Consejo Académico. 
•	Capítulo X- Régimen disciplinario: Se incluyen los comités disciplinarios de cursos del CBU y de Estudios Dirigidos para estudiar fraudes y faltas disciplinarias en primera instancia.
•	Cambio de terminología 
o	Cursos de lengua materna por Requisito de Español
o	Cursos de Libre Elección por Créditos de Libre Elección
o	Carga académica por dedicación académica 
o	Créditos extra por extracreditación 
o	Aclaración del término de crédito académico de conformidad con la definición dada por el Ministerio de Educación.   "
Consejo Académico 209-18,2018-07-26,"Evaluación curricular,Reglamentos",Pregrado,"Estudiantes,Profesores",Ciencias,"-	Martha Josefina Vives, vicedecana de Investigaciones de la Facultad de Ciencias,  hizo tres comentarios: (i) Preguntó si la carga académica máxima para los estudiantes continua siendo de 20,5 créditos; (ii) Sugirió que se aumentara el número de créditos que los estudiantes de pregrado pueden tomar en los programas de maestría, pues actualmente se establece el límite de 16 créditos; (iii) Manifestó que es importante que se incluyan en el Reglamento, los deberes que tienen los miembros del Consejo Estudiantil, muy especialmente su responsabilidad de trasmitir a sus compañeros la información que se produce en las reuniones de los cómites o de órganos de gobierno en los que participan. El Vicerrector Académico respondió en su orden, así: (i) La carga máxima para los estudiantes se mantiene para el periodo 2018-2, en 20,5 créditos al semestre; (ii) Afirmó que el aumento del número de créditos homologables en maestría será motivo de discusión en el marco de la flexibilización curricular y consideró bienvenida su propuesta; (iii) Manifestó que el Comité de Reglamentos trabajará en los deberes de los representantes estudiantiles que quedarán consignados en el Reglamento. "
Consejo Académico 209-18,2018-07-26,Reglamentos,Pregrado,"Estudiantes,Profesores",,"-	Edgar Vargas, profesor, sugirió que se modificara la redacción del artículo 66 del Reglamento para que sea más claro para los estudiantes en qué momento deben dirigir el reclamo de su calificación en las pruebas orales y a quién deben dirigirlo, especialmente porque a estas pruebas asisten varios profesores.  La Secretaria General afirmó que el reclamo debe hacerse en el mismo momento en que el estudiante recibe su calificación, y comentó que el Comité de Asuntos Estudiantiles hasta el momento no ha recibido casos que planteen dificultades en este procedimiento. "
Consejo Académico 209-18,2018-07-26,Reglamentos,Pregrado,"Estudiantes,Profesores",Derecho,"-        Catalina Botero, decana de Derecho, precisó que, frente a los exámenes orales, su Facultad hace entrega de la calificación en el mismo momento de la presentación del examen y justo después de la deliberación de los jurados; y los estudiantes deben presentar la reclamación en ese mismo instante. Afirmó que en su Facultad se están discutiendo posibilidades de mejora para este tipo de exámenes y que compartirá la propuesta con este Consejo. "
Consejo Académico 209-18,2018-07-26,Evaluación curricular,Pregrado,"Estudiantes,Profesores",Derecho,-	El Vicerrector Académico invitó a la Decana de Derecho a participar en la redacción del artículo 66. 
Consejo Académico 209-18,2018-07-26,"Reglamentos,Educación General",Pregrado,,,"-        Patricia Zalamea, decana de Artes y Humanidades, solicitó que se circule entre los miembros de este Consejo la presentación sobre la reforma al RGEPr, para su amplia divulgación en las unidades académicas. Además, hizo dos sugerencias: (i) que en el artículo 107, sobre cursos de vacaciones, se hiciera explícito que estos cursos se pueden ofrecer dentro y fuera del campus; (ii) Sugirió una nueva redacción sobre el artículo 87 correspondiente a la Educación General. "
Consejo Académico 209-18,2018-07-26,Evaluación curricular,Pregrado,,,"-        Felipe Castañeda, vicedecano de Investigaciones y Posgrados de la Facultad de Ciencias Sociales, hizo las siguientes cinco sugerencias: (i) Eliminar la palabra actividad académica del parágrafo 1 del artículo 95, que afirma: “ningún curso o actividad académica podrá tener cero créditos”; (ii) modificar la redacción del artículo 96, cambiando la palabra debe ser por es, así: “La carga académica máxima para un estudiante de pregrado es de 20.5 créditos al semestre”; (iii) modificar la definición de opción académica de modo que no se afirme que es una oportunidad sino un programa optativo; (iv) modificar el termino de Educación General, ya que supone una educación particular;  (v) Añadió que es fundamental que se flexibilicen los métodos y reglas de evaluación de los cursos de 8 semanas. El Vicerrector Académico acogió los planteamientos y frente al último comentario del Vicedecano, resaltó que el Comité de Evaluación está trabajando en los métodos, criterios y reglas de evaluación de los cursos de 8 semanas. "
Consejo Académico 209-18,2018-07-26,Evaluación curricular,Pregrado,Estudiantes,,"-	José Elias Turizo, estudiante invitado, manifestó que es fundamental que se haga una amplia divulgación de estos cambios y resaltó que los estudiantes tienen muchas dudas sobre los Cursos de Libre Elección- CLE-, que pasan a denominarse como Créditos de Libre Elección. El Vicerrector Académico afirmó que se adelantará una campaña de divulgación de esta reforma y reiteró que los CLE, como su nombre lo dice, son créditos que pueden ser escogidos libremente de la oferta general de cursos de todas las unidades académicas de la Universidad."
Consejo Académico 209-18,2018-07-26,Reglamentos,Pregrado,Estudiantes,,"-	Eddy Marcela Hernández, representante estudiantil, llamó la atención sobre el régimen de transición para los estudiantes que actualmente están cursando opciones académicas. El Vicerrector Académico señaló que el nuevo Reglamento de opciones académicas entrará a regir en enero de 2019 y que las unidades académicas deberán traer a este Consejo las propuestas de reforma de sus opciones. Resaltó que la transición se hará de la manera más favorable para los estudiantes. "
Consejo Académico 209-18,2018-07-26,Reglamentos,Pregrado,Estudiantes,,"El Consejo Académico le dio su visto bueno a la reforma al Reglamento General de Estudiantes de Pregrado –RGEPr, que entrará en vigencia a partir del 1 de agosto de 2018. "
Consejo Académico 209-18,2018-07-26,"Creación Programas,Oferta otras sedes",Posgrado,,,"Felipe De Vivero, director de la Maestría en Derecho Público para la Gestión Administrativa y de la Especialización en Gestión Pública e Instituciones Administrativas, presentó la Especialización en Derecho Público para la Gestión Administrativa que se ofrecerá en la Sede Caribe de la ciudad de Cartagena. Aclaró que es una extensión del programa existente."
Consejo Académico 209-18,2018-07-26,"Creación Programas,Perfil de estudiantes",Posgrado,,,"Se refirió en primer lugar a las características del programa, su contextualización y justificación. Reiteró que el programa que se está presentando ya está consolidado y a la fecha cuenta con 28 promociones de egresados. Manifestó que el perfil del egresado es el de un servidor público que busca adquirir herramientas de gerencia pública a partir de la utilización de elementos jurídicos. 
Señaló que es un programa interdisciplinario, presencial, con un total de 39 créditos que se desarrolla en dos semestres académicos y un periodo intersemestral. Además, este programa se articula con la Maestría en Derecho Público para la Gestión Administrativa. "
Consejo Académico 209-18,2018-07-26,Informe de gestión,Posgrado,,,"Por último, presentó el personal docente y los aspectos financieros del programa. "
Consejo Académico 209-18,2018-07-26,"Oferta de cursos,Oferta otras sedes",Posgrado,,,"-        Eric Rodríguez, decano de Administración, preguntó si es posible tener dos títulos iguales, pero con precio diferenciado a nivel nacional. Señaló que tiene esa preocupación en su Facultad frente a la posibilidad de extender las especializaciones a las regiones. Felipe De Vivero señaló que los dos programas son distintos y permiten ese precio diferenciado, pues el programa que se ofrece en la ciudad de Cartagena será cada quince días y además no contará con todos los servicios, experiencias y beneficios que ofrece el campus principal de la Universidad. Catalina Botero, decana de Derecho, afirmó que cuando se llevó a cabo el análisis de mercado se determinó que el inmediato competidor es Barranquilla, y que una de las razones para tener un precio diferenciado es que precisamente los estudiantes de la Sede Caribe no tienen acceso a los servicios y el acceso a todo el ecosistema de la Universidad de los Andes."
Consejo Académico 209-18,2018-07-26,Oferta otras sedes,Posgrado,,Otras,"-	Oscar Pardo, director del Cider, afirmó que el Cider está adelantando alianzas con universidades regionales y en este proceso han encontrado que el ejercicio de trabajar con pares locales es fundamental. Añadió que en el caso de las especializaciones y maestrías se han probado dos iniciativas: (i) Repartir entre las universidades las responsabilidades de mercado y acordar que la alianza se hará con un número mínimo de estudiantes; y (ii) La creación de convenios de doble titulación. "
Consejo Académico 209-18,2018-07-26,"Oferta otras sedes,Ajustes Administrativos",Posgrado,Administrativos,,"-        Eduardo Pizano, director de la Escuela de Gobierno, sugirió que se creara el cargo de gestor logístico para la Sede Caribe con el fin de apoyar a todas las unidades académicas en este tipo de asuntos. El Rector manifestó que era una excelente idea. "
